Zeit  1 - Langsame Messrate [s]	Kraft [kN]	DMS hinten [stra]	DMS vorn [stra]
52,6000024983659	-7,37145841528672E-02	108,357859707437	-113,058898300864	
52,8000025078654	-7,39354174886557E-02	108,393855408765	-113,098493572325	
53,0000025173649	-7,41145841573143E-02	108,332662716508	-113,138088843785	
53,2000025268644	-7,38583341544654E-02	108,375857558101	-113,087694861926	
53,4000025363639	-7,39187508218038E-02	108,426251539961	-113,037300880067	
53,6000025458634	-7,41041674905318E-02	108,401054549031	-113,066097441129	
53,8000025553629	-7,43625008267372E-02	108,419052399695	-113,055298730731	
54,0000025648624	-0,074458334161136	108,3866562685	-113,098493572325	
54,2000025743619	-7,43395841598158E-02	108,397454978898	-113,10569271259	
54,4000025838614	-7,43604174933807E-02	108,426251539961	-113,069697011262	
54,6000025933608	-7,45062508283354E-02	108,437050250359	-113,066097441129	
54,8000026028603	-7,42854174925469E-02	108,390255838633	-113,062497870997	
55,0000026123598	-7,42729174924079E-02	108,383056698367	-113,073296581395	
55,2000026218593	-0,074672917496855	108,429851110093	-113,080495721661	
55,4000026313588	-7,38291674874745E-02	108,437050250359	-113,058898300864	
55,6000026408583	-7,39875008225681E-02	108,401054549031	-113,01570345927	
55,8000026503578	-0,073827084154118	108,393855408765	-113,008504319005	
56,0000026598573	-7,37104174861543E-02	108,419052399695	-112,990506468341	
56,2000026693568	-7,39729174890726E-02	108,393855408765	-113,019303029403	
56,4000026788563	-7,39479174887947E-02	108,419052399695	-113,008504319005	
56,6000026883557	-7,37270841530062E-02	108,45144853089	-112,983307328075	
56,8000026978552	-7,38250008207615E-02	108,487444232218	-112,95091119688	
57,0000027073547	-7,37520841532842E-02	108,505442082882	-112,947311626747	
57,2000027168542	-7,36854174858763E-02	108,494643372484	-112,911315925419	
57,4000027263537	-7,41979174915741E-02	108,47664552182	-112,961709907278	
57,6000027358532	-7,40833341569669E-02	108,458647671156	-112,929313776083	
57,8000027453527	-7,35541674844171E-02	108,426251539961	-112,954510767013	
58,0000027548522	-7,34604174833748E-02	108,415452829562	-112,972508617677	
58,2000027643517	-7,32916674814987E-02	108,390255838633	-112,965309477411	
58,4000027738512	-7,35458341509911E-02	108,372257987969	-112,932913346216	
58,6000027833506	-7,34458341498794E-02	108,336262286641	-112,896917644888	
58,8000027928501	-7,36916674859458E-02	108,343461426906	-112,907716355287	
59,0000028023496	-7,32208341473779E-02	108,357859707437	-112,889718504623	
59,2000028118491	-7,31541674799701E-02	108,350660567172	-112,853722803295	
59,4000028213486	-7,30625008122843E-02	108,365058847703	-112,828525812365	
59,6000028308481	-7,30604174789278E-02	108,404654119164	-112,853722803295	
59,8000028403476	-7,29750008113115E-02	108,429851110093	-112,850123233162	
60,0000028498471	-7,33416674820546E-02	108,393855408765	-112,88611893449	
60,2000028593466	-0,073166667480109	108,397454978898	-112,88611893449	
60,4000028688461	-7,31041674794142E-02	108,404654119164	-112,896917644888	
60,6000028783455	-7,37125008195108E-02	108,365058847703	-112,936512916349	
60,800002887845	-7,39541674888642E-02	108,354260137305	-112,92571420595	
61,0000028973445	-7,41020841571753E-02	108,332662716508	-112,922114635818	
61,200002906844	-7,35625008178431E-02	108,372257987969	-112,882519364357	
61,4000029163435	-7,35166674840002E-02	108,397454978898	-112,904116785154	
61,600002925843	-7,39354174886557E-02	108,368658417836	-112,922114635818	
61,8000029353425	-0,073612500818399	108,357859707437	-112,954510767013	
62,000002944842	-0,073620834151825	108,350660567172	-112,947311626747	
62,2000029543415	-7,32729174812903E-02	108,372257987969	-112,896917644888	
62,400002963841	-7,32479174810123E-02	108,36145927757	-112,907716355287	
62,6000029733405	-7,36979174860153E-02	108,350660567172	-112,943712056614	
62,8000029828399	-0,0731958341471	108,415452829562	-112,922114635818	
63,0000029923394	-7,28854174769822E-02	108,419052399695	-112,936512916349	
63,2000030018389	-7,31291674796921E-02	108,408253689297	-112,968909047544	
63,4000030113384	-7,30541674788583E-02	108,383056698367	-112,940112486482	
63,6000030208379	-7,25104174728131E-02	108,429851110093	-112,918515065685	
63,8000030303374	-7,29541674777465E-02	108,45144853089	-112,911315925419	
64,0000030398369	-7,27354174753145E-02	108,462247241288	-112,940112486482	
64,2000030493364	-7,24541674721877E-02	108,494643372484	-112,896917644888	
