Zeit  1 - Standardmessrate [s]	Kraft [kN]	DMS hinten [stra]	DMS vorn [stra]
4,44000021088868	3,35416670395716E-04	-0,284366040490568	0,021597420796752	
4,46000021183863	6,35416673731015E-04	-0,273567330092192	0,028796561062336	
4,48000021278858	1,10833334565541E-03	-0,316762171685696	8,99892533197999E-02	
4,50000021373853	1,61250001792723E-03	-0,298764321021736	7,55909727886319E-02	
4,52000021468848	1,22708334697563E-03	-0,277166900224984	5,39935519918799E-02	
4,54000021563843	2,85416669839833E-04	-0,212374637834728	0,025196990929544	
4,56000021658838	1,66041668512662E-03	-0,320361741818488	6,11926922574639E-02	
4,58000021753833	1,63750001820517E-03	-0,302363891154528	0,03599570132792	
4,60000021848828	1,69375001883054E-03	-0,21597420796752	5,75931221246719E-02	
4,62000021943823	4,60416671785424E-04	-0,25196990929544	7,55909727886319E-02	
4,64000022038817	5,77083339749151E-04	-0,417550135403872	6,11926922574639E-02	
4,66000022133812	4,22916671368512E-04	-0,417550135403872	5,39935519918799E-02	
4,68000022228807	5,27083339193268E-04	-0,237571628764272	0,104387533850968	
4,70000022323802	3,83333337595104E-04	-0,579530791379511	0,16198065597564	
4,72000022418797	-2,66666669631377E-04	-0,611926922574639	7,55909727886319E-02	
4,74000022513792	6,16666673522559E-04	-0,43194841593504	5,75931221246719E-02	
4,76000022608787	9,85416677622197E-04	-0,424749275669456	6,11926922574639E-02	
4,78000022703782	1,91666668797552E-04	-0,334760022349656	5,75931221246719E-02	
4,80000022798777	-4,52083338359444E-04	-0,392353144474328	6,47922623902559E-02	
4,82000022893772	3,72916670812629E-04	-0,363556583411992	8,99892533197999E-02	
4,84000022988766	-8,33333342598053E-05	-0,388753574341536	5,39935519918799E-02	
4,86000023083761	3,9791667109057E-04	-0,345558732748032	0,032396131195128	
4,88000023178756	2,29166669214464E-05	-0,298764321021736	6,83918325230479E-02	
4,90000023273751	-5,85416673175132E-04	-0,471543687395751	5,03939818590879E-02	
4,92000023368746	-1,33333334815688E-04	-0,482342397794127	7,55909727886319E-02	
4,94000023463741	-6,47916673869986E-04	-0,295164750888944	9,35888234525919E-02	
4,96000023558736	-1,05625001174303E-03	-0,237571628764272	6,83918325230479E-02	
4,98000023653731	-4,68750005211405E-04	-0,41395056527108	5,03939818590879E-02	
5,00000023748726	4,37500004863978E-05	-0,503939818590879	0,03599570132792	
